"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-06","45","58","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-07","54","65","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-08","58","71","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-09","45","59","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-10","36","49","25"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-11","38","53","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-12","39","51","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-13","47","61","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-14","50","63","42"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-15","46","56","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-16","38","47","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-17","46","60","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-18","57","68","48"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-19","57","69","48"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-20","49","62","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-21","47","58","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-22","46","55","35"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-23","53","67","41"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-24","60","74","49"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-25","62","73","52"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-26","60","72","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-27","58","72","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-28","57","71","49"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-29","41","49","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-04-30","45","57","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-01","47","59","35"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-02","52","64","41"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-03","55","67","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-04","54","66","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-05","48","58","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-06","38","47","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-07","51","65","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-08","55","70","43"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-09","54","64","45"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-10","41","43","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-11","45","58","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-12","54","66","43"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-13","57","67","48"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-14","56","65","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-15","49","60","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-16","37","40","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-17","41","54","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-18","44","55","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-19","34","41","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-20","37","49","27"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-21","37","46","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-22","32","38","29"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-23","35","38","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-24","44","53","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-25","46","55","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-26","34","38","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-27","38","52","25"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-28","49","59","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-29","54","66","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-30","54","64","47"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-05-31","55","65","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-01","53","62","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-02","53","67","45"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-03","57","69","47"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-04","63","77","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-05","66","78","57"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-06","63","73","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-07","61","72","54"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-08","60","72","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-09","62","75","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-10","66","80","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-11","69","81","58"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-12","68","79","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-13","65","76","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-14","65","78","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-15","68","79","58"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-16","65","76","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-17","63","76","52"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-18","65","78","53"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-19","68","81","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-20","63","74","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-21","61","72","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-22","58","72","48"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-23","62","74","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-24","64","76","53"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-25","62","73","52"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-26","60","71","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-27","63","74","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-28","63","73","53"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-29","65","74","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-06-30","65","76","58"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-01","67","78","57"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-02","64","76","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-03","63","74","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-04","64","77","54"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-05","65","79","54"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-06","65","78","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-07","62","74","53"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-08","62","71","54"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-09","64","74","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-10","68","80","57"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-11","70","84","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-12","73","86","64"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-13","72","82","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-14","73","85","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-15","72","84","61"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-16","68","80","58"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-17","65","76","57"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-18","65","75","57"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-19","66","76","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-20","68","79","60"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-21","73","86","62"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-22","72","84","65"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-23","71","81","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-24","69","83","62"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-25","67","77","62"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-26","70","83","60"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-27","73","86","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-28","75","86","65"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-29","75","88","65"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-30","73","85","65"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-07-31","70","80","61"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-01","69","78","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-02","71","82","61"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-03","72","83","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-04","73","84","64"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-05","74","85","65"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-06","72","83","65"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-07","71","82","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-08","67","80","57"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-09","63","75","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-10","62","74","52"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-11","64","77","53"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-12","67","81","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-13","70","81","60"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-14","72","85","61"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-15","72","87","62"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-16","70","83","60"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-17","67","82","58"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-18","64","77","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-19","67","79","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-20","71","85","60"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-21","74","88","64"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-22","71","81","65"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-23","68","80","58"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-24","69","80","60"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-25","72","86","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-26","73","85","64"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-27","73","85","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-28","71","81","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-29","71","83","62"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-30","72","85","63"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-08-31","74","88","64"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-01","74","87","64"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-02","68","78","62"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-03","68","80","61"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-04","71","82","62"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-05","68","79","61"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-06","66","79","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-07","66","79","56"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-08","63","74","54"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-09","62","77","53"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-10","58","71","47"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-11","58","70","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-12","63","76","54"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-13","65","78","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-14","68","82","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-15","65","75","59"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-16","59","66","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-17","57","68","49"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-18","59","71","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-19","53","64","42"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-20","52","64","41"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-21","56","67","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-22","59","70","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-23","58","69","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-24","61","74","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-25","64","75","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-26","60","69","53"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-27","63","75","55"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-28","51","64","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-29","43","57","35"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-09-30","47","59","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-01","48","60","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-02","50","64","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-03","55","65","48"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-04","58","72","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-05","60","74","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-06","59","70","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-07","60","72","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-08","61","74","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-09","58","72","49"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-10","43","50","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-11","45","57","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-12","50","62","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-13","51","62","42"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-14","49","61","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-15","55","67","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-16","57","68","48"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-17","50","60","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-18","49","60","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-19","53","67","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-20","50","60","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-21","56","68","47"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-22","59","72","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-23","58","68","51"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-24","53","63","47"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-25","58","71","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-26","59","72","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-27","47","61","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-28","41","56","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-29","46","60","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-30","33","43","26"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-10-31","43","56","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-01","50","62","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-02","53","66","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-03","54","68","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-04","53","66","45"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-05","51","63","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-06","52","66","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-07","52","65","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-08","52","62","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-09","51","62","45"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-10","51","64","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-11","52","63","45"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-12","54","66","46"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-13","56","67","50"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-14","53","64","47"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-15","51","61","43"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-16","50","61","43"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-17","52","63","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-18","57","70","49"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-19","50","60","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-20","30","37","26"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-21","33","45","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-22","34","47","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-23","35","43","29"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-24","42","55","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-25","41","55","23"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-26","31","43","20"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-27","26","30","22"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-28","25","27","23"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-29","22","29","17"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-11-30","27","33","19"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-01","41","45","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-02","45","55","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-03","43","49","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-04","36","41","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-05","39","52","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-06","43","50","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-07","42","44","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-08","34","39","29"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-09","35","46","29"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-10","42","53","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-11","44","54","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-12","49","59","44"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-13","51","61","45"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-14","40","50","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-15","29","36","23"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-16","27","34","22"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-17","33","42","21"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-18","33","42","24"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-19","35","45","24"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-20","44","54","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-21","47","53","45"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-22","39","45","29"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-23","31","34","27"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-24","28","43","21"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-25","25","31","22"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-26","25","30","22"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-27","26","40","18"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-28","32","50","21"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-29","36","50","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-30","27","29","25"
"USR0000CBIP","34.3789","-117.6919","2108.3","2019-12-31","32","41","27"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-01","42","62","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-02","40","55","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-03","45","57","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-04","47","59","41"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-05","43","60","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-06","41","55","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-07","46","62","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-08","38","49","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-09","32","40","25"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-10","37","50","25"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-11","41","52","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-12","42","53","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-13","45","58","35"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-14","43","54","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-15","43","55","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-16","36","47","27"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-17","35","46","24"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-18","43","56","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-19","43","54","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-20","41","45","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-21","37","49","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-22","39","47","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-23","42","54","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-24","44","55","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-25","46","58","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-26","41","49","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-27","39","51","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-28","42","54","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-29","34","41","26"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-30","40","54","29"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-01-31","45","58","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-01","52","64","43"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-02","46","55","27"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-03","20","29","13"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-04","19","28","10"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-05","37","49","21"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-06","45","57","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-07","47","59","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-08","46","56","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-09","31","41","24"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-10","28","40","22"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-11","34","44","25"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-12","40","53","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-13","39","50","32"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-14","39","51","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-15","44","55","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-16","50","61","43"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-17","43","51","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-18","43","53","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-19","43","55","35"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-20","43","54","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-21","44","56","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-22","33","38","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-23","41","53","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-24","44","54","37"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-25","42","50","36"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-26","45","56","38"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-27","48","59","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-28","49","61","41"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-02-29","43","54","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-01","29","34","23"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-02","26","35","22"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-03","40","55","24"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-04","48","59","40"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-05","48","60","41"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-06","46","55","39"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-07","35","40","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-08","33","41","26"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-09","38","48","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-10","39","44","34"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-11","38","46","33"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-12","34","38","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-13","33","40","31"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-14","33","37","30"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-15","31","36","28"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-16","30","34","27"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-17","25","30","19"
"USR0000CBIP","34.3789","-117.6919","2108.3","2020-03-18","28","39","18"
